HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.HITId	Input.AssignmentId	Input.WorkerId	Input.ImageUrl	Input.ActionTag	Answer.tag1	Answer.tag10	Answer.tag2	Answer.tag3	Answer.tag4	Answer.tag5	Answer.tag6	Answer.tag7	Answer.tag8	Answer.tag9	Approve	Reject
3RTFSSG7T8RWWY6V3QFG05W93OHWLI	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:50 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:50 PDT 2016			3QILPRALQ6GDGGAS72KQN1TWIIU8N5	A1NDMX4OGKUKUS	Submitted	Wed Apr 27 08:36:46 PDT 2016	Wed Apr 27 08:39:13 PDT 2016	Thu Apr 28 08:39:13 PDT 2016				147	0% (0/0)	0% (0/0)	0% (0/0)	3L7SUC0TTUFNUQNVAVNATN2U2I80MQ	3YWRV122CTKQB6U143WC1WLQPWTU8O	A1WD0DK58AKBVE	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aavhrsfjbserjtht.jpg	can use dust bin	take a bath	can sweep floor	take a shower	look in mirror	sit down	apply makeup	can style hair	can brush teeth	can clean shower	can clean bath tub		
359AP8GAGG5O3FBOI5E55675GOUC7G	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3E13VNJ1NOG3RFFGB1YJ3JA7IEAI1X	A2VI55LKT5L4KB	Submitted	Wed Apr 27 11:24:12 PDT 2016	Wed Apr 27 11:26:46 PDT 2016	Thu Apr 28 11:26:46 PDT 2016				154	100% (411/412)	100% (47/47)	0% (0/0)	391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3180JW2OT5XYA805U6LVIA2O6QS5JZ	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	cleaning the top	step in	{}	removing mess from the top	apply some liquid cleaner on the top	cleaning the top	{}	{}	{}	{}	{}		
3OZ4VAIBEX0DMJIQAVY7YO03SQAJVT	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3JJVG1YBECISSP2T6E8EKMJBZ2ZB5Z	A3D6IPJ4RBCNVY	Submitted	Wed Apr 27 03:34:12 PDT 2016	Wed Apr 27 03:34:54 PDT 2016	Thu Apr 28 03:34:54 PDT 2016				42	100% (16/16)	100% (16/16)	0% (0/0)	391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3180JW2OT5XYA805U6LVIA2O6QS5JZ	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	arrange things proper on top	open the tap	{}	wash your face	brush your teeth	wash your hands	wash the basin	close the tap	use the paper napkin	dry the table top	{}		
37SQU136V79Q5QMODS8CN0X195311I	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3I0BTBYZAY6PAQ93J0GMB2LL3370YJ	A2VI55LKT5L4KB	Submitted	Wed Apr 27 03:24:16 PDT 2016	Wed Apr 27 03:31:04 PDT 2016	Thu Apr 28 03:31:04 PDT 2016				408	100% (411/412)	100% (47/47)	0% (0/0)	391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	31Z0PCVWUL07BFATUTEWI03TVYE7TL	AADGIU4PEQW1H	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	Look in mirror	enter the bathroom	{}	stand in front of mirror	looked in mirror	{}	{}	{}	{}	{}	{}		
3HFWPF5AK94M9DZXDF1F7UZ7XPU3SW	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3SEPORI8WOKLGTHQ7OFYEF60IKRZA6	AWGPEQB9IGWOH	Submitted	Wed Apr 27 10:15:59 PDT 2016	Wed Apr 27 10:18:30 PDT 2016	Thu Apr 28 10:18:30 PDT 2016				151	0% (0/0)	0% (0/0)	0% (0/0)	391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	37Z929RLGATTUDULIWC7DRZPICRSTT	A1PNMLLHQTMYLW	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	brush teeth	Stare at yourself in the mirror	look back to make sure water is not dripping	Grab a towel	Wipe water from around mouth	Wipe counter then replace towel on rod	Look into the mirror again and inspect teeth	Run fingers through hair	Say something encouraging to yourself	Turn off the light	Start to leave		
3A3KKYU7P32G2GOG32GV0IBY3T7WMK	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3MH9DQ757XX54L0JN180T92OEYJUGK	A2Q9GDPY2HGXQH	Submitted	Wed Apr 27 11:34:41 PDT 2016	Wed Apr 27 11:37:24 PDT 2016	Thu Apr 28 11:37:24 PDT 2016				163	0% (0/0)	0% (0/0)	0% (0/0)	391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	37Z929RLGATTUDULIWC7DRZPICRSTT	A1PNMLLHQTMYLW	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	do hair	Start with wet hair	Brush hair on last time to set hairspray	Brush hair to remove tangles	Get out blow dryer	Plug blow dryer in	Turn on blow dryer	Dry hair using a brush to help get underneath hair	Turn off blow dryer	Brush hair again to smooth out hair	Spray hairspray on hair		
3IZPORCT1FUP266JDBQCLEVLUSTRH3	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			37QW5D2ZRH7AWT2XFY1CMV325GR8S4	AQW490LUBLCIX	Submitted	Wed Apr 27 06:24:55 PDT 2016	Wed Apr 27 06:27:31 PDT 2016	Thu Apr 28 06:27:31 PDT 2016				156	0% (0/0)	0% (0/0)	0% (0/0)	391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3WS1NTTKEZXJAZS8EAOYMHE5WB1F0M	AHFOTIHY4RM8Q	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	Wash your hands	turn water on.	Dry hands.	Take bar of soup in hands.	Run soup between your hands.	Continue to rub between hands until suds build up.	Place soup back on counter.	Continue to rub hands together for at least 15 seconds.	Rinse hands.	Rinse sink.	Take towel in hands.		
3VW0145YLYXUWWOHW3XGBSHQ1XYMJF	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			31Z0PCVWUL07BFATUTEWI03TWF1T7T	A2VI55LKT5L4KB	Submitted	Wed Apr 27 07:14:58 PDT 2016	Wed Apr 27 07:18:43 PDT 2016	Thu Apr 28 07:18:43 PDT 2016				225	100% (411/412)	100% (47/47)	0% (0/0)	391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3YOH7BII0ASAJML2II3KNNW0Y3UKVK	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	change the toilet paper rolls	step in bathroom	{}	remove used toilet paper roll	take ou toilet roll	change the toilet paper rolls	use of it	{}	{}	{}	{}		
3X2YVV51PUPJ6R2RAGXXGQNV5IBW1B	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3C6FJU71TRE5QCLJH7U6099SJU2UYB	A1C4GNEBKYPU1D	Submitted	Wed Apr 27 11:12:28 PDT 2016	Wed Apr 27 11:12:50 PDT 2016	Thu Apr 28 11:12:50 PDT 2016				22	0% (0/0)	0% (0/0)	0% (0/0)	3OYHVNTV5TJD7JFBR4C54B68BGSKOU	30JNVC0ORA5RCOODQY6D48H0PUBQHS	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	put on the tap	enter the bathroom	{}	approach the sink	grab the faucet handle	turn the faucet handle	{}	{}	{}	{}	{}		
38O9DZ0A628S1X5H22K7NFYN9MY26Z	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			379J5II41P141HHY8SQB2JLTOPDELR	A161AJDHLJVCLZ	Submitted	Wed Apr 27 04:46:40 PDT 2016	Wed Apr 27 04:47:14 PDT 2016	Thu Apr 28 04:47:14 PDT 2016				34	0% (0/0)	0% (0/0)	0% (0/0)	3OYHVNTV5TJD7JFBR4C54B68BGSKOU	30JNVC0ORA5RCOODQY6D48H0PUBQHS	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	removing makup from face	clean the mirror	flush the toilet	put on makeup	go to the bathroom	wash the toilet	clean the floor	clean the counter	blowdry your hair	wipe the mirror	turn on the light		
3SBNLSTU6UQHSHN81W1ZGWIMBHJZDV	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3STRJBFXOXCV6UHDDN35M58F2ZRKTG	A2VI55LKT5L4KB	Submitted	Wed Apr 27 01:42:22 PDT 2016	Wed Apr 27 01:43:51 PDT 2016	Thu Apr 28 01:43:51 PDT 2016				89	100% (411/412)	100% (47/47)	0% (0/0)	3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3CCZ6YKWR8494WNW8UUITGOLALG958	A3BDQV1KYR7OFH	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Its the restroom.	enter in the restroom	{}	using the toilet	washing hand on basin	cleaning hand and face	wipe dry	leave restroom	{}	{}	{}		
3JMNNNO3B1PQVCKNTKXBL9X0XOPW2S	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			39L1G8WVWRCO1CXXQYRWZD8IZUO13N	A2VI55LKT5L4KB	Submitted	Wed Apr 27 06:56:21 PDT 2016	Wed Apr 27 06:58:01 PDT 2016	Thu Apr 28 06:58:01 PDT 2016				100	100% (411/412)	100% (47/47)	0% (0/0)	3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3CCZ6YKWR8494WNW8UUITGOLALG958	A3BDQV1KYR7OFH	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	mirror on the wall.	stand in frong of the mirror	{}	washing hands and face	wipe to dry with towel	clean mirror with cleaner	comp hair in front of mirror	{}	{}	{}	{}		
3MZ3TAMYTL8PY1H3JT8XLQW0U58RIW	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3LS2AMNW5GB145A0UB13OHE12ZSQOM	A7C2T3M2ARA3M	Submitted	Wed Apr 27 10:59:56 PDT 2016	Wed Apr 27 11:00:41 PDT 2016	Thu Apr 28 11:00:41 PDT 2016				45	0% (0/0)	0% (0/0)	0% (0/0)	3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3EF8EXOTT2GZMQZMTJJJFKP7UAN1JD	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Wash your face	Enter room	{}	Walk towards counter	Turn on faucet	grab towel	wet towel	apply wet towel to face	wash your face	{}	{}		
3DTJ4WT8BD0MKN18XRCJME07BTKZEO	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3AAPLD8UCD2444G572089DSNAIQTHO	A2VI55LKT5L4KB	Submitted	Wed Apr 27 03:31:05 PDT 2016	Wed Apr 27 03:41:26 PDT 2016	Thu Apr 28 03:41:26 PDT 2016				621	100% (411/412)	100% (47/47)	0% (0/0)	3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3EF8EXOTT2GZMQZMTJJJFKP7UAN1JD	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Brush your hair	entering the bathroom	{}	standing in front of mirror	take out a comb	brush my hair with comb	set my hairstyle	{}	{}	{}	{}		
3K8CQCU3KEMMKY9GF3VVDX0Y8JHWNK	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3XCC1ODXDMW41I2GM3I7ICJ6DKNRQ3	A2VI55LKT5L4KB	Submitted	Wed Apr 27 02:27:11 PDT 2016	Wed Apr 27 03:24:15 PDT 2016	Thu Apr 28 03:24:15 PDT 2016				3424	100% (411/412)	100% (47/47)	0% (0/0)	3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3NPI0JQDAPQWHLETQF8DIMUEVSKTPE	ADYUNQI4E0EY1	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Brush your teeth	put some paste on brush	{}	start brushing teeth	finish brushing teetn	{}	{}	{}	{}	{}	{}		
3OND0WXMHW00T21ER56CM7W2F33EHD	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3EJJQNKU9SQROP3D3DVD9YR5MZ2RHM	A2OKWYEHSQI1M	Submitted	Wed Apr 27 12:03:44 PDT 2016	Wed Apr 27 12:04:29 PDT 2016	Thu Apr 28 12:04:29 PDT 2016				45	0% (0/0)	0% (0/0)	0% (0/0)	3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3NPI0JQDAPQWHLETQF8DIMUEVSKTPE	ADYUNQI4E0EY1	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Wash your hands	Turn on faucet	{}	aquire soap	wet hands	lather hands with soap	rinse hands	dry hands	turn off faucet	{}	{}		
3VP28W7DUN5EQ114S2WP4WL7NUZZF6	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			36AHBNMV1SXJ9AAXVC4HQ954XU2DYF	A7C2T3M2ARA3M	Submitted	Wed Apr 27 10:56:55 PDT 2016	Wed Apr 27 10:57:43 PDT 2016	Thu Apr 28 10:57:43 PDT 2016				48	0% (0/0)	0% (0/0)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	308Q0PEVB9YLGKIBFEDCIPSQF7PI9U	A1WD0DK58AKBVE	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	can sleep in bed	Enter room	{}	Lift covers	Lie on bed under covers	Bring covers over body	Rest head on pillow	Go to sleep	{}	{}	{}		
3EPG8DX9LKBSA069ZHLERMSGO1EP5S	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			39KFRKBFIOGAD71MLLIX13H318KOYY	A161AJDHLJVCLZ	Submitted	Wed Apr 27 11:32:05 PDT 2016	Wed Apr 27 11:32:40 PDT 2016	Thu Apr 28 11:32:40 PDT 2016				35	0% (0/0)	0% (0/0)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	308Q0PEVB9YLGKIBFEDCIPSQF7PI9U	A1WD0DK58AKBVE	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	can take rest in my room	lay in bed	turn off the light	make the bed	change the sheets	look in the mirror	vacuum the floor	fluff the pillow	read a book	take a nap	clean the room		
3HO4MYYR1291L9EJLMUDTYTFSDHU69	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			36WLNQG780VSO8VMHF1HOGPOCVZBE1	A2VI55LKT5L4KB	Submitted	Wed Apr 27 04:36:35 PDT 2016	Wed Apr 27 04:37:53 PDT 2016	Thu Apr 28 04:37:53 PDT 2016				78	100% (411/412)	100% (47/47)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3DUZQ9U6SN9875YANRCME9NAFX7SV9	AADGIU4PEQW1H	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	Lay on bed	step in room	{}	close windows	lay on bed	resting on bed	{}	{}	{}	{}	{}		
3R868ACW4SXK41XZ3M27MHLJO9ZZG5	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3CFVK00FWM60O2OJ2A7DQVTG7RPL6D	A2VI55LKT5L4KB	Submitted	Wed Apr 27 04:26:32 PDT 2016	Wed Apr 27 04:27:25 PDT 2016	Thu Apr 28 04:27:25 PDT 2016				53	100% (411/412)	100% (47/47)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3DUZQ9U6SN9875YANRCME9NAFX7SV9	AADGIU4PEQW1H	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	Sit on chair	enter in room	{}	select a book from shelf	sit on chair	read the book	{}	{}	{}	{}	{}		
3APP19WN71ZIGRDO1H5WPJSOJ526GL	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3A9AA95ATX7UWJ33PJQFF6O0G875PB	A1C4GNEBKYPU1D	Submitted	Wed Apr 27 11:12:54 PDT 2016	Wed Apr 27 11:13:35 PDT 2016	Thu Apr 28 11:13:35 PDT 2016				41	0% (0/0)	0% (0/0)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3LS2AMNW5GB145A0UB13OHE11GOOQD	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	take a nap	do something exhausting	{}	change into comfortable clothes	turn your light out	pull back the covers	get into bed	set your alarm	close your eyes	go to sleep	{}		
3XABXM4AJ1QWXUQQXS763BSHVN18Q4	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			34HJIJKLP6HP5KWZXQG4G6742YIV4I	A2VI55LKT5L4KB	Submitted	Wed Apr 27 02:14:36 PDT 2016	Wed Apr 27 02:16:06 PDT 2016	Thu Apr 28 02:16:06 PDT 2016				90	100% (411/412)	100% (47/47)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3LS2AMNW5GB145A0UB13OHE11GOOQD	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	have wild sex in the bed	entering in the room with wife	{}	make ourself comfirtable	talk sexy things	make us arouse	start sex with each other	going wild sex methods	relaxing	{}	{}		
385MDVINFC0Q18IV0533KQJHZZCJW3	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3U5NZHP4LSN6CCNYQLRO43RQLF2HP4	A2VI55LKT5L4KB	Submitted	Wed Apr 27 01:39:11 PDT 2016	Wed Apr 27 01:40:43 PDT 2016	Thu Apr 28 01:40:43 PDT 2016				92	100% (411/412)	100% (47/47)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3MD9PLUKKJZS0CBFGSK30LQ0G98NZV	A20NDRGSZZRQF	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	read	enter the bedroom	{}	select book of my choice	take book in hand	sitting on chair	start reading book	{}	{}	{}	{}		
3BA7SXOG1JBW9V5QA7W6812MR938R5	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3X66WABAJX3L5RN08HCZ60CO1JXG3S	A2VI55LKT5L4KB	Submitted	Wed Apr 27 01:59:14 PDT 2016	Wed Apr 27 02:00:37 PDT 2016	Thu Apr 28 02:00:37 PDT 2016				83	100% (411/412)	100% (47/47)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3MD9PLUKKJZS0CBFGSK30LQ0G98NZV	A20NDRGSZZRQF	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	clean	removing bedsheet	{}	removing pillow covers	vaccume cleaning the floor	cleaning room	changing pillow covers	change bedsheet	{}	{}	{}		
3SR6AEG6W5EYZ7I5R6I6TAOIXF7YHB	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:51 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:51 PDT 2016			3R5F3LQFV35AIXBRH7KGFAQ572YOZZ	A2OKWYEHSQI1M	Submitted	Wed Apr 27 12:00:56 PDT 2016	Wed Apr 27 12:02:18 PDT 2016	Thu Apr 28 12:02:18 PDT 2016				82	0% (0/0)	0% (0/0)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3OJSZ2ATDTH5QDZ3TXWYFKXFFVS57S	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	I can relax on the bed	remove any shoes	{}	sit on bed	adjust pillows to preffered angle	lay back on bed	readjust until comforatable	relax	{}	{}	{}		
3EN4YVUOUCD5Q8NLAAZPM9XO81IJXW	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:52 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:52 PDT 2016			386CSBG1O07BFZ4WUFF97HSAHZF6QU	A2VI55LKT5L4KB	Submitted	Wed Apr 27 11:45:39 PDT 2016	Wed Apr 27 11:46:41 PDT 2016	Thu Apr 28 11:46:41 PDT 2016				62	100% (411/412)	100% (47/47)	0% (0/0)	3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3OJSZ2ATDTH5QDZ3TXWYFKXFFVS57S	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	sitting on the chair	going towards book shelf	{}	looking books	select a book	sitting on the chair	reading the book	{}	{}	{}	{}		
