HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.image_url	Answer.tag1	Answer.tag2	Answer.tag3	Answer.tag4	Answer.tag5	Approve	Reject
33KGGVH24U2YVR7HKLTJI912EDWX16	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3MRNMEIQW6RZ9B3YCXFRW138NWYDLK	A26G21TXRX9OZE	Approved	Mon Apr 18 03:48:38 PDT 2016	Mon Apr 18 03:49:07 PDT 2016	Tue Apr 19 03:49:07 PDT 2016	2016-04-19 10:50:16 UTC			29	100% (7/7)	100% (7/7)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	sleep	drink coffee	read a book	have sex	get dressed for the day		
33KGGVH24U2YVR7HKLTJI912EDWX16	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3PDJHANYK61Y265TBPSFY309PT1H6O	A1WD0DK58AKBVE	Approved	Mon Apr 18 02:43:26 PDT 2016	Mon Apr 18 02:45:26 PDT 2016	Tue Apr 19 02:45:26 PDT 2016	2016-04-19 09:50:16 UTC			120	100% (15/15)	100% (15/15)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	can sleep in bed	can take rest in my room	can sit in chair	can see what happening outside through window	can dress up		
33KGGVH24U2YVR7HKLTJI912EDWX16	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3QILPRALQ6GDGGAS72KQN1TWH0YN8N	A1KIMT9A4JOKL3	Approved	Mon Apr 18 00:06:59 PDT 2016	Mon Apr 18 00:07:41 PDT 2016	Tue Apr 19 00:07:41 PDT 2016	2016-04-19 07:10:16 UTC			42	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	lay in bed and sleep	turn the lights on and off	look out the window	vaccuum the carpet	sit at the table		
33KGGVH24U2YVR7HKLTJI912EDWX16	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3ZR9AIQJUCU9CJVJUTSFVDHE7LS40N	A2VI55LKT5L4KB	Approved	Mon Apr 18 00:33:32 PDT 2016	Mon Apr 18 00:34:30 PDT 2016	Tue Apr 19 00:34:30 PDT 2016	2016-04-19 07:35:16 UTC			58	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	vaccume cleaning fllor	closed the curtains	rearranging bed	put on side lamp	resting on bed		
30EMX9PEVK4S5B74YLTEOGG985VSKZ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			34S9DKFK74ASVM1AK6IKMEHYAF4YNF	A2VI55LKT5L4KB	Approved	Mon Apr 18 03:13:56 PDT 2016	Mon Apr 18 03:16:02 PDT 2016	Tue Apr 19 03:16:02 PDT 2016	2016-04-19 10:20:16 UTC			126	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	changing bed sheet	rearrange cushions	viewing ouside through windows	closing window doors	taking a nap on bed		
30EMX9PEVK4S5B74YLTEOGG985VSKZ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3E4GGUZ1T9C1MVN0U8J9LIZP151K2C	A1KIMT9A4JOKL3	Approved	Sun Apr 17 23:43:39 PDT 2016	Sun Apr 17 23:44:35 PDT 2016	Mon Apr 18 23:44:35 PDT 2016	2016-04-19 06:45:16 UTC			56	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	change the sheets on the bed	have a pillow fight	vaccuum the carpet	tie your lover to the bed	open the windows and enjoy the mountain air		
30EMX9PEVK4S5B74YLTEOGG985VSKZ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3LPW2N6LKUN7OOBZ65P9PCBZN6Q5UV	A1PNMLLHQTMYLW	Approved	Mon Apr 18 00:30:10 PDT 2016	Mon Apr 18 00:30:48 PDT 2016	Tue Apr 19 00:30:48 PDT 2016	2016-04-19 07:35:16 UTC			38	100% (16/16)	100% (16/16)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	enjoy the view	sit buy the fire	sleep for a while	light some candles	read a book on chair		
30EMX9PEVK4S5B74YLTEOGG985VSKZ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3MB8LZR5BGE7NH984E1E0EYY75TKL2	AHFOTIHY4RM8Q	Approved	Mon Apr 18 01:18:23 PDT 2016	Mon Apr 18 01:21:05 PDT 2016	Tue Apr 19 01:21:05 PDT 2016	2016-04-19 08:25:16 UTC			162	100% (19/19)	100% (19/19)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	Take a nap on the bed	Enjoy the gorgeous view	Make a fire in the fireplace	Light some candles for atmosphere	Sit by the fireplace		
30EMX9PEVK4S5B74YLTEOGG985VSKZ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3ZQIG0FLQF11EMFJ7WMNBYQVLA3VWR	A5KF76PFKM98N	Approved	Mon Apr 18 00:41:38 PDT 2016	Mon Apr 18 00:42:40 PDT 2016	Tue Apr 19 00:42:40 PDT 2016	2016-04-19 07:45:16 UTC			62	100% (5/5)	100% (5/5)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_afpsekiwjngyarjc.jpg	Take a nap	Read a book	Sit by the fire	Change clothes	Have sex		
3GITHABACY608IB91J6OPQK9461N2W	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			336YQZE83WZOBG6QX3YNY2U5AKMM5J	A1KIMT9A4JOKL3	Approved	Sun Apr 17 23:47:46 PDT 2016	Sun Apr 17 23:48:29 PDT 2016	Mon Apr 18 23:48:29 PDT 2016	2016-04-19 06:50:16 UTC			43	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	open the windows	turn the lights on and off	lay in bed and read a book	lay in bed and sleep	read a book form the coffee table		
3GITHABACY608IB91J6OPQK9461N2W	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3AWETUDC93D0MB0OJC7BVDUJUABZIO	AHFOTIHY4RM8Q	Approved	Mon Apr 18 01:25:26 PDT 2016	Mon Apr 18 01:27:33 PDT 2016	Tue Apr 19 01:27:33 PDT 2016	2016-04-19 08:30:16 UTC			127	100% (19/19)	100% (19/19)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	Take a nap	Relax on the bed	Read a book	Turn off the lamp	Go outside onto the patio		
3GITHABACY608IB91J6OPQK9461N2W	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3VNXK88KKD3Q2Q2BELCVXEIKN9LV94	AUD00RI8TJCOC	Approved	Mon Apr 18 02:46:31 PDT 2016	Mon Apr 18 02:47:21 PDT 2016	Tue Apr 19 02:47:21 PDT 2016	2016-04-19 09:50:16 UTC			50	100% (1/1)	100% (1/1)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	Sleep when I'm tired	Take a quick nap	Share with a partner	Look out the window	Read a book		
3GITHABACY608IB91J6OPQK9461N2W	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3W92K5RLWV27130ZBVZELYDI1DZV5A	A2VI55LKT5L4KB	Approved	Mon Apr 18 00:19:27 PDT 2016	Mon Apr 18 00:21:19 PDT 2016	Tue Apr 19 00:21:19 PDT 2016	2016-04-19 07:25:16 UTC			112	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	put of the lamp	closed the blinds	rearrange the cushions	open the bedsheet	sleep on bed		
3GITHABACY608IB91J6OPQK9461N2W	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3X4JMASXCNUTXIGS98223RNKHD8B0Z	AP0PKP3FMTBV3	Approved	Mon Apr 18 00:30:20 PDT 2016	Mon Apr 18 00:36:50 PDT 2016	Tue Apr 19 00:36:50 PDT 2016	2016-04-19 07:40:16 UTC			390	100% (6/6)	100% (6/6)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_agibjestxutgphof.jpg	Sleep on the bed	Close the Venetian blinds	Read the books on able	Switch off the table lamp	Vacuum the floor rug		
3CVDZS288HLERU2LDD6VWUPY8KWFM8	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3A4NIXBJ77K2D59BPQEUFRQ2WANML8	A2YD44TED3JY9O	Approved	Sun Apr 17 23:32:02 PDT 2016	Sun Apr 17 23:35:00 PDT 2016	Mon Apr 18 23:35:00 PDT 2016	2016-04-19 06:35:16 UTC			178	100% (1/1)	100% (1/1)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	Go to sleep	Read a book	kick your feet back	Get dressed	Turn the light on		
3CVDZS288HLERU2LDD6VWUPY8KWFM8	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3ERMJ6L4DZD3YKK9LWDKWM811QHM7Y	A3S5DWMCT53P8	Approved	Sun Apr 17 23:48:03 PDT 2016	Sun Apr 17 23:50:12 PDT 2016	Mon Apr 18 23:50:12 PDT 2016	2016-04-19 06:50:16 UTC			129	100% (8/8)	100% (8/8)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	Warm up exercise	To jog in the morning	To iron dress	Study the lessons	Draw plan for construction		
3CVDZS288HLERU2LDD6VWUPY8KWFM8	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3HHRAGRYX9QVC6TED9QH2MOCRGKO9R	A3GE7CHWBLELVD	Approved	Sun Apr 17 23:02:33 PDT 2016	Sun Apr 17 23:03:44 PDT 2016	Mon Apr 18 23:03:44 PDT 2016	2016-04-19 06:05:16 UTC			71	100% (1113/1113)	100% (3/3)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	SLEEP IN BED	SIT ON A SOFA	TURN ON A LIGHT	HAVE INTERCOURSE	READ A BOOK		
3CVDZS288HLERU2LDD6VWUPY8KWFM8	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3PH3VY7DJMIIN6KT8TBQW43R9L8WZR	A1KIMT9A4JOKL3	Approved	Mon Apr 18 00:00:18 PDT 2016	Mon Apr 18 00:01:24 PDT 2016	Tue Apr 19 00:01:24 PDT 2016	2016-04-19 07:05:16 UTC			66	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	turn the lights on and off	lay in bed and read	sit on the couch and relax	open and close the curtains	sweep the floor		
3CVDZS288HLERU2LDD6VWUPY8KWFM8	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3X3OR7WPZ0LNSG77VP4BA9P7C5Y8L6	A2VI55LKT5L4KB	Approved	Mon Apr 18 00:36:31 PDT 2016	Mon Apr 18 00:37:49 PDT 2016	Tue Apr 19 00:37:49 PDT 2016	2016-04-19 07:40:16 UTC			78	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	sitting on sofa	reading book	closing curtains	put on side lamp	resting on bed		
3TCFMTM8HE9XUB4KWW8QSJ7615W213	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			31Z0PCVWUL07BFATUTEWI03TVYH7TO	A1WD0DK58AKBVE	Approved	Mon Apr 18 02:51:45 PDT 2016	Mon Apr 18 02:52:59 PDT 2016	Tue Apr 19 02:52:59 PDT 2016	2016-04-19 09:55:16 UTC			74	100% (15/15)	100% (15/15)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	can make sandwich	can cook anything	can wash vessels	can use fridge	can use tissue		
3TCFMTM8HE9XUB4KWW8QSJ7615W213	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			33FBRBDW6PKUPCD1ICBC7QZKIWN8CT	A2VI55LKT5L4KB	Approved	Mon Apr 18 03:11:09 PDT 2016	Mon Apr 18 03:13:55 PDT 2016	Tue Apr 19 03:13:55 PDT 2016	2016-04-19 10:15:16 UTC			166	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	washing some dishes	preparing some food	putting off cooking range	eating prepared snacks	washing dishes from soap		
3TCFMTM8HE9XUB4KWW8QSJ7615W213	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3DY4FPOOA29W6QYX82CHOZIETVPVRP	A211NMO6U0B8FX	Approved	Mon Apr 18 02:12:45 PDT 2016	Mon Apr 18 02:16:28 PDT 2016	Tue Apr 19 02:16:28 PDT 2016	2016-04-19 09:20:16 UTC			223	100% (3/3)	100% (3/3)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	roast a chicken	wash cups and plates	bake a cake	wash the floor	make a pot of coffee		
3TCFMTM8HE9XUB4KWW8QSJ7615W213	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3J4Q2Z4UTZO99EJ2LXSD5BRN4INWQX	A1KIMT9A4JOKL3	Approved	Sun Apr 17 23:47:20 PDT 2016	Sun Apr 17 23:47:46 PDT 2016	Mon Apr 18 23:47:46 PDT 2016	2016-04-19 06:50:16 UTC			26	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	cook a meal	clean the oven	wash dishes	sweep the floor	make a pot of coffee		
3TCFMTM8HE9XUB4KWW8QSJ7615W213	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3NGI5ARFTUQV812KOWO3CGBJ39TP11	A3S5DWMCT53P8	Approved	Mon Apr 18 01:40:51 PDT 2016	Mon Apr 18 01:43:30 PDT 2016	Tue Apr 19 01:43:30 PDT 2016	2016-04-19 08:45:16 UTC			159	100% (8/8)	100% (8/8)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	can put a dining table and dine	can cut vegetables	can do exercises	Warm up exercise	can cook dishes		
39O0SQZVJNSS9H070240U16RGJC7RK	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			36PW28KO40HN5YQUB11LT55ITWXAEP	A2VI55LKT5L4KB	Approved	Mon Apr 18 00:13:41 PDT 2016	Mon Apr 18 00:16:38 PDT 2016	Tue Apr 19 00:16:38 PDT 2016	2016-04-19 07:20:16 UTC			177	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	open the cabinet	cleaning the surface	closed the blinds	washing the utensils	put on the tap water		
39O0SQZVJNSS9H070240U16RGJC7RK	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3AAJC4I4FHDWHMKU1USB7E9J7P1JZL	A5KF76PFKM98N	Approved	Mon Apr 18 00:40:08 PDT 2016	Mon Apr 18 00:41:12 PDT 2016	Tue Apr 19 00:41:12 PDT 2016	2016-04-19 07:45:16 UTC			64	100% (5/5)	100% (5/5)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	Clean dishes	Wash hands	Make a wrap	Eat chips and salsa	Put dishes away		
39O0SQZVJNSS9H070240U16RGJC7RK	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3KGTPGBS6Y6FPRSCOMNBR58N3WZU2J	AHFOTIHY4RM8Q	Approved	Mon Apr 18 01:04:31 PDT 2016	Mon Apr 18 01:06:43 PDT 2016	Tue Apr 19 01:06:43 PDT 2016	2016-04-19 08:10:16 UTC			132	100% (19/19)	100% (19/19)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	Wash the dishes	Gaze out the window	Prepare some food	Put dishes away in the cupboard	Wipe the counter		
39O0SQZVJNSS9H070240U16RGJC7RK	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3NLZY2D53QATYK73HJLBW0A76BNLQX	A3D6IPJ4RBCNVY	Approved	Mon Apr 18 03:27:59 PDT 2016	Mon Apr 18 03:43:32 PDT 2016	Tue Apr 19 03:43:32 PDT 2016	2016-04-19 10:45:16 UTC			933	100% (16/16)	100% (16/16)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	cook a meal	clean the table top	bake a cake	clean the cupboards	arrange the table top		
39O0SQZVJNSS9H070240U16RGJC7RK	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3PPTZCWALR5D39O7WKCK4FL5LKRZQQ	AADGIU4PEQW1H	Approved	Mon Apr 18 00:06:33 PDT 2016	Mon Apr 18 00:07:38 PDT 2016	Tue Apr 19 00:07:38 PDT 2016	2016-04-19 07:10:16 UTC			65	100% (10/10)	100% (10/10)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	Open a cabinet	Start the dishwasher	Wash my hands	Close the blinds	Look at picture		
3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			30BUDKLTXEGQZSEDG5A4LUPW1IW5EE	A35ZRGM4AQ6FF5	Approved	Mon Apr 18 00:11:59 PDT 2016	Mon Apr 18 00:13:45 PDT 2016	Tue Apr 19 00:13:45 PDT 2016	2016-04-19 07:15:16 UTC			106	100% (1/1)	100% (1/1)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	Cook a meal	Sit down and eat	Clean the kitchen	Turn on applicences	Make a pot of tea		
3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			38F71OA9GUHGDDZF3FBWKELIZE2FMX	AHFOTIHY4RM8Q	Approved	Mon Apr 18 01:46:15 PDT 2016	Mon Apr 18 01:48:12 PDT 2016	Tue Apr 19 01:48:12 PDT 2016	2016-04-19 08:50:16 UTC			117	100% (19/19)	100% (19/19)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	Sit at the dining table	Wash your hands at the sink	Turn on the kettle	Use the microwave	Mop the floor		
3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3KMS4QQVK3BLNPZCI3YG51TEA99FKU	A20NDRGSZZRQF	Approved	Mon Apr 18 03:13:12 PDT 2016	Mon Apr 18 03:13:35 PDT 2016	Tue Apr 19 03:13:35 PDT 2016	2016-04-19 10:15:16 UTC			23	96% (106/110)	100% (11/11)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	eat	talk	watch tv	listen to music	read		
